run_id,batch_run,model,embedding_model,retrieval_mode,condition,text_index,target_party,n_chunks,n_inparty,inparty_ratio,has_inparty,retrieval_type,predicted_bias,label_ideology,abs_error
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,731,SPD,5,3,0.6,True,In-Party Match,2.8,2.7,0.09999999999999964
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,535,Left,5,4,0.8,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,465,Left,5,4,0.8,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,85,Greens,5,1,0.2,True,In-Party Match,6.2,2.4,3.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,10,Greens,5,0,0.0,False,Out-Party Noise,5.8,2.4,3.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,169,AfD,5,3,0.6,True,In-Party Match,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,111,Greens,5,0,0.0,False,Out-Party Noise,6.8,2.4,4.4
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,293,Greens,5,1,0.2,True,In-Party Match,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,495,Left,5,0,0.0,False,Out-Party Noise,3.2,1.3,1.9000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,219,Greens,5,0,0.0,False,Out-Party Noise,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,722,SPD,5,1,0.2,True,In-Party Match,7.0,2.7,4.3
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,328,CDU/CSU,5,2,0.4,True,In-Party Match,3.2,4.7,1.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,544,Left,5,3,0.6,True,In-Party Match,2.1,1.3,0.8
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,119,AfD,5,0,0.0,False,Out-Party Noise,7.0,6.5,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,532,Left,5,3,0.6,True,In-Party Match,2.1,1.3,0.8
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,364,FDP,5,1,0.2,True,In-Party Match,5.8,4.3,1.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,29,AfD,5,1,0.2,True,In-Party Match,6.8,6.5,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,635,SPD,5,1,0.2,True,In-Party Match,2.1,2.7,0.6000000000000001
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,584,Left,5,3,0.6,True,In-Party Match,2.1,1.3,0.8
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,446,Left,5,1,0.2,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,307,Greens,5,2,0.4,True,In-Party Match,4.5,2.4,2.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,82,Greens,5,0,0.0,False,Out-Party Noise,4.5,2.4,2.1
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,718,SPD,5,2,0.4,True,In-Party Match,4.2,2.7,1.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,457,Left,5,0,0.0,False,Out-Party Noise,1.3,1.3,0.0
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,518,Left,5,3,0.6,True,In-Party Match,1.2,1.3,0.10000000000000009
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,745,SPD,5,4,0.8,True,In-Party Match,5.8,2.7,3.0999999999999996
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,757,SPD,5,1,0.2,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,660,SPD,5,2,0.4,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,752,SPD,5,3,0.6,True,In-Party Match,3.2,2.7,0.5
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,248,Greens,5,1,0.2,True,In-Party Match,3.2,2.4,0.8000000000000003
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,609,SPD,5,1,0.2,True,In-Party Match,4.5,2.7,1.7999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,7,Greens,5,1,0.2,True,In-Party Match,2.1,2.4,0.2999999999999998
eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,286,Greens,5,0,0.0,False,Out-Party Noise,1.2,2.4,1.2
