run_id,model,embedding_model,retrieval_mode,condition,text_index,party,n_chunks,score_top1,score_top5,score_mean,score_variance,score_range,predicted_bias,label_ideology,abs_error
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,213,BÜNDNIS 90/DIE GRÜNEN,5,0.934,0.932,0.9327,6.700000000000134e-07,0.0020000000000000018,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,292,BÜNDNIS 90/DIE GRÜNEN,5,0.9456,0.9441,0.9448599999999999,3.8799999999998563e-07,0.0014999999999999458,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,782,SPD,5,0.9302,0.927,0.9284800000000001,1.4319999999999867e-06,0.0031999999999999806,,2.7,
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,451,DIE LINKE,5,0.9398,0.9377,0.9384799999999999,7.069999999999986e-07,0.0020999999999999908,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,205,AfD,5,0.9393,0.9368,0.9380000000000001,1.0300000000000227e-06,0.0025000000000000577,2.1,6.5,4.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,327,CDU,5,0.9364,0.9341,0.9353400000000001,7.329999999999662e-07,0.0022999999999999687,3.8,4.7,0.9000000000000004
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,708,SPD,5,0.9256,0.9211,0.9226599999999999,3.5479999999999167e-06,0.0044999999999999485,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,251,BÜNDNIS 90/DIE GRÜNEN,5,0.9314,0.9288,0.93026,1.0380000000000278e-06,0.0026000000000000467,,2.4,
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,577,DIE LINKE,5,0.9344,0.9295,0.9314,5.925000000000037e-06,0.0049000000000000155,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,197,AfD,5,0.9286,0.9255,0.9267199999999999,1.5070000000000167e-06,0.0030999999999999917,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,345,CSU,5,0.9253,0.9215,0.9229800000000001,2.236999999999999e-06,0.0038000000000000256,4.5,5.4,0.9000000000000004
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,741,SPD,5,0.9385,0.934,0.93598,4.216999999999896e-06,0.0044999999999999485,3.8,2.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,339,CDU,5,0.9292,0.9265,0.9275400000000001,1.79800000000002e-06,0.0027000000000000357,6.8,4.7,2.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,706,SPD,5,0.9368,0.9348,0.93568,5.169999999999971e-07,0.0020000000000000018,2.1,2.7,0.6000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,528,DIE LINKE,5,0.9369,0.9323,0.93384,3.357999999999928e-06,0.0045999999999999375,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,138,AfD,5,0.9459,0.9397,0.9425800000000001,5.2969999999999715e-06,0.006199999999999983,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,353,FDP,5,0.9246,0.9208,0.92242,2.3020000000000146e-06,0.0038000000000000256,3.5,4.3,0.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,617,SPD,5,0.9355,0.9282,0.9305200000000001,8.821999999999944e-06,0.007299999999999973,3.8,2.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,66,BÜNDNIS 90/DIE GRÜNEN,5,0.9458,0.9409,0.9426399999999999,3.583000000000018e-06,0.0049000000000000155,6.5,2.4,4.1
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,64,BÜNDNIS 90/DIE GRÜNEN,5,0.9369,0.9336,0.9349599999999999,1.7779999999999405e-06,0.0032999999999999696,5.8,2.4,3.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,671,SPD,5,0.9395,0.9341,0.9367000000000001,5.134999999999946e-06,0.00539999999999996,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,140,AfD,5,0.9434,0.9377,0.94012,4.717000000000069e-06,0.005700000000000038,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,23,BÜNDNIS 90/DIE GRÜNEN,5,0.942,0.9394,0.94058,1.276999999999963e-06,0.0025999999999999357,2.3,2.4,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,110,BÜNDNIS 90/DIE GRÜNEN,5,0.9265,0.9243,0.9254999999999999,7.349999999999601e-07,0.0021999999999999797,5.8,2.4,3.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,212,AfD,5,0.9351,0.9287,0.9315,7.075000000000163e-06,0.006400000000000072,6.8,6.5,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,558,DIE LINKE,5,0.9351,0.9341,0.93476,1.579999999999974e-07,0.0010000000000000009,1.1,1.3,0.19999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,240,BÜNDNIS 90/DIE GRÜNEN,5,0.945,0.9359,0.9392799999999999,1.6836999999999883e-05,0.009099999999999997,1.2,2.4,1.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,478,DIE LINKE,5,0.9415,0.9381,0.9401200000000001,2.111999999999947e-06,0.0033999999999999586,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,214,BÜNDNIS 90/DIE GRÜNEN,5,0.9408,0.9391,0.93972,4.369999999999637e-07,0.0016999999999999238,6.5,2.4,4.1
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,406,FDP,5,0.9431,0.9372,0.9392199999999999,5.332000000000092e-06,0.005900000000000016,6.8,4.3,2.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,67,BÜNDNIS 90/DIE GRÜNEN,5,0.9381,0.9307,0.9327200000000001,9.517000000000195e-06,0.007400000000000073,1.2,2.4,1.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,680,SPD,5,0.9153,0.9102,0.9122599999999998,4.2129999999999764e-06,0.005099999999999993,5.8,2.7,3.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,530,DIE LINKE,5,0.9378,0.936,0.93672,4.669999999999571e-07,0.0017999999999999128,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,538,DIE LINKE,5,0.9263,0.9218,0.92424,4.183000000000058e-06,0.0045000000000000595,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,653,SPD,5,0.9215,0.9186,0.91982,1.526999999999967e-06,0.0029000000000000137,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,335,CDU,5,0.9375,0.9348,0.9359,9.75000000000024e-07,0.0027000000000000357,4.5,4.7,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,496,DIE LINKE,5,0.9351,0.93,0.9318,4.595000000000015e-06,0.005099999999999993,7.0,1.3,5.7
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,804,SPD,5,0.9348,0.9319,0.9331400000000001,1.4529999999999753e-06,0.0029000000000000137,3.8,2.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,432,DIE LINKE,5,0.9473,0.9414,0.94346,5.593000000000019e-06,0.005900000000000016,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,569,DIE LINKE,5,0.932,0.9289,0.9300200000000001,1.6770000000001112e-06,0.0031000000000001027,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,801,SPD,5,0.9339,0.9285,0.9309799999999999,4.04699999999991e-06,0.00539999999999996,1.2,2.7,1.5000000000000002
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,783,SPD,5,0.935,0.9275,0.93148,1.0807000000000085e-05,0.007500000000000062,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,817,SPD,5,0.9273,0.9234,0.92444,2.598000000000003e-06,0.0039000000000000146,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,546,DIE LINKE,5,0.9375,0.9356,0.93652,7.569999999999876e-07,0.0019000000000000128,7.0,1.3,5.7
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,381,FDP,5,0.9473,0.9426,0.94568,4.016999999999997e-06,0.0047000000000000375,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,775,SPD,5,0.933,0.9316,0.9325199999999999,3.3200000000003124e-07,0.0014000000000000679,4.5,2.7,1.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,261,BÜNDNIS 90/DIE GRÜNEN,5,0.945,0.9389,0.9411799999999999,8.391999999999997e-06,0.006099999999999994,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,507,DIE LINKE,5,0.9396,0.9358,0.93714,2.1780000000000133e-06,0.0038000000000000256,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,666,SPD,5,0.9378,0.9339,0.93538,2.2920000000000036e-06,0.0039000000000000146,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,369,FDP,5,0.9338,0.9274,0.9302199999999999,5.78199999999995e-06,0.006399999999999961,3.2,4.3,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,50,CDU/CSU,5,0.9411,0.9366,0.93894,3.0380000000000614e-06,0.0045000000000000595,4.2,4.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,97,AfD,5,0.9359,0.933,0.9345399999999999,1.8729999999998875e-06,0.0028999999999999027,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,777,SPD,5,0.943,0.94,0.9413199999999999,1.6170000000000126e-06,0.0030000000000000027,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,651,SPD,5,0.9409,0.931,0.93422,1.5571999999999803e-05,0.009899999999999909,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,483,DIE LINKE,5,0.9446,0.9411,0.9425399999999999,2.6529999999999206e-06,0.0034999999999999476,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,600,SPD,5,0.9394,0.9361,0.9370799999999999,1.8069999999999884e-06,0.0032999999999999696,3.5,2.7,0.7999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,816,SPD,5,0.9343,0.9317,0.93272,9.570000000000213e-07,0.0026000000000000467,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,33,AfD,5,0.9322,0.928,0.9297600000000001,3.922999999999984e-06,0.0041999999999999815,6.8,6.5,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,31,AfD,5,0.9146,0.9119,0.91334,9.5299999999994e-07,0.0026999999999999247,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,819,SPD,5,0.9394,0.9359,0.9368400000000001,2.263000000000041e-06,0.0035000000000000586,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,494,DIE LINKE,5,0.9427,0.9401,0.94126,1.2729999999999838e-06,0.0025999999999999357,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,337,CDU,5,0.9223,0.9193,0.92038,1.452000000000002e-06,0.0030000000000000027,5.8,4.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,297,BÜNDNIS 90/DIE GRÜNEN,5,0.9364,0.9323,0.93434,2.173000000000001e-06,0.0040999999999999925,1.2,2.4,1.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,300,BÜNDNIS 90/DIE GRÜNEN,5,0.9448,0.9321,0.9389799999999999,2.9356999999999753e-05,0.012699999999999934,4.2,2.4,1.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,441,DIE LINKE,5,0.9356,0.9311,0.9327,3.4099999999999314e-06,0.0044999999999999485,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,405,FDP,5,0.9268,0.9229,0.92462,2.4069999999999127e-06,0.0038999999999999035,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,73,BÜNDNIS 90/DIE GRÜNEN,5,0.9435,0.9321,0.9355399999999999,2.1702999999999917e-05,0.011399999999999966,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,78,BÜNDNIS 90/DIE GRÜNEN,5,0.9356,0.9311,0.9333600000000001,3.57299999999999e-06,0.0044999999999999485,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,749,SPD,5,0.94,0.9348,0.9375199999999999,5.676999999999967e-06,0.005199999999999982,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,523,DIE LINKE,5,0.9436,0.9417,0.94256,5.529999999999836e-07,0.0019000000000000128,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,352,FDP,5,0.948,0.9331,0.9368000000000002,4.070499999999963e-05,0.014899999999999913,2.1,4.3,2.1999999999999997
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,582,DIE LINKE,5,0.9359,0.9325,0.9334199999999999,1.9869999999999337e-06,0.0033999999999999586,5.8,1.3,4.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,366,FDP,5,0.9351,0.9308,0.93254,4.703000000000085e-06,0.0043000000000000815,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,444,DIE LINKE,5,0.9368,0.9354,0.9362200000000002,2.919999999999812e-07,0.0013999999999999568,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,607,SPD,5,0.9485,0.9398,0.94282,1.3057000000000192e-05,0.008700000000000041,1.3,2.7,1.4000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,351,FDP,5,0.9381,0.9352,0.93658,1.6170000000000057e-06,0.0029000000000000137,3.2,4.3,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,156,AfD,5,0.9337,0.9254,0.92804,1.119299999999991e-05,0.008299999999999974,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,614,SPD,5,0.9373,0.9281,0.9309,1.3900000000000058e-05,0.009199999999999986,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,317,BÜNDNIS 90/DIE GRÜNEN,5,0.9244,0.9195,0.9214600000000001,4.683000000000003e-06,0.0049000000000000155,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,622,SPD,5,0.9423,0.9278,0.9329599999999999,3.30080000000003e-05,0.014500000000000068,4.2,2.7,1.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,769,SPD,5,0.9286,0.9244,0.9256,2.944999999999973e-06,0.0041999999999999815,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,55,BÜNDNIS 90/DIE GRÜNEN,5,0.9338,0.9323,0.93286,3.7299999999998334e-07,0.0014999999999999458,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,771,SPD,5,0.9295,0.922,0.92376,1.0342999999999953e-05,0.007499999999999951,5.8,2.7,3.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,502,DIE LINKE,5,0.936,0.9315,0.93276,3.363000000000096e-06,0.0045000000000000595,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,266,BÜNDNIS 90/DIE GRÜNEN,5,0.9379,0.9288,0.9322000000000001,1.3955000000000045e-05,0.009099999999999997,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,548,DIE LINKE,5,0.9412,0.9382,0.94024,1.3729999999999774e-06,0.0030000000000000027,1.1,1.3,0.19999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,98,AfD,5,0.9414,0.936,0.9394600000000001,4.557999999999873e-06,0.00539999999999996,2.1,6.5,4.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,583,DIE LINKE,5,0.9404,0.9345,0.93672,5.507000000000029e-06,0.005900000000000016,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,77,CDU/CSU,5,0.935,0.931,0.9329000000000001,3.175000000000011e-06,0.0040000000000000036,4.2,4.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,121,AfD,5,0.9232,0.9196,0.92086,2.108000000000073e-06,0.0036000000000000476,6.5,6.5,0.0
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,395,FDP,5,0.9348,0.9326,0.9338199999999999,7.719999999999898e-07,0.0021999999999999797,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,785,SPD,5,0.9441,0.9309,0.9364800000000001,3.264200000000037e-05,0.0132000000000001,5.8,2.7,3.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,358,FDP,5,0.9339,0.933,0.93352,1.669999999999632e-07,0.0008999999999999009,3.2,4.3,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,731,SPD,5,0.9477,0.942,0.9441,4.90499999999998e-06,0.005700000000000038,2.8,2.7,0.09999999999999964
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,535,DIE LINKE,5,0.9376,0.9318,0.9343400000000001,6.398000000000041e-06,0.005800000000000027,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,465,DIE LINKE,5,0.9394,0.9318,0.93538,8.567000000000082e-06,0.007600000000000051,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,85,BÜNDNIS 90/DIE GRÜNEN,5,0.9213,0.9186,0.9195399999999999,1.0580000000000145e-06,0.0027000000000000357,6.2,2.4,3.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,10,BÜNDNIS 90/DIE GRÜNEN,5,0.9403,0.9393,0.9398799999999999,1.3199999999999425e-07,0.0010000000000000009,5.8,2.4,3.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,169,AfD,5,0.9419,0.9294,0.9340999999999999,2.5819999999999868e-05,0.012499999999999956,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,111,BÜNDNIS 90/DIE GRÜNEN,5,0.9427,0.9363,0.93904,8.143000000000024e-06,0.006399999999999961,6.8,2.4,4.4
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,293,BÜNDNIS 90/DIE GRÜNEN,5,0.9271,0.9202,0.9227400000000001,7.572999999999974e-06,0.006900000000000017,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,495,DIE LINKE,5,0.9335,0.9312,0.93198,8.769999999999879e-07,0.0022999999999999687,3.2,1.3,1.9000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,219,BÜNDNIS 90/DIE GRÜNEN,5,0.9426,0.938,0.93956,3.512999999999987e-06,0.0046000000000000485,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,722,SPD,5,0.9375,0.9317,0.9341799999999999,4.612000000000009e-06,0.005800000000000027,7.0,2.7,4.3
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,328,CDU,5,0.9377,0.9335,0.93566,3.888000000000034e-06,0.0041999999999999815,3.2,4.7,1.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,544,DIE LINKE,5,0.9375,0.9327,0.9345199999999998,4.046999999999991e-06,0.0048000000000000265,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,119,AfD,5,0.9323,0.9269,0.9299199999999999,3.882000000000098e-06,0.005400000000000071,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,532,DIE LINKE,5,0.9394,0.9326,0.93468,7.77700000000001e-06,0.006800000000000028,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,364,FDP,5,0.9416,0.9389,0.9395999999999999,1.2950000000000145e-06,0.0027000000000000357,5.8,4.3,1.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,29,AfD,5,0.9298,0.9277,0.9284399999999999,6.829999999999662e-07,0.0020999999999999908,6.8,6.5,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,635,SPD,5,0.9389,0.9333,0.9355800000000001,6.2469999999998235e-06,0.005599999999999938,2.1,2.7,0.6000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,584,DIE LINKE,5,0.9364,0.9329,0.9343999999999999,1.8550000000000356e-06,0.0035000000000000586,2.1,1.3,0.8
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,446,DIE LINKE,5,0.9385,0.9286,0.9314600000000001,1.6123000000000015e-05,0.00990000000000002,1.2,1.3,0.10000000000000009
