run_id,model,embedding_model,retrieval_mode,condition,text_index,party,n_chunks,score_top1,score_top5,score_mean,score_variance,score_range,score_mean_normalized,score_range_normalized,score_variance_normalized,predicted_bias,label_ideology,abs_error
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,819,SPD,5,0.9394,0.9359,0.9368400000000001,2.263000000000041e-06,0.0035000000000000586,0.7007362494586447,0.06679389312977213,0.0008241798263504607,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,494,DIE LINKE,5,0.9427,0.9401,0.94126,1.2729999999999838e-06,0.0025999999999999357,0.7964486790818558,0.04961832061068583,0.0004636239146902797,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,337,CDU,5,0.9223,0.9193,0.92038,1.452000000000002e-06,0.0030000000000000027,0.3443048938934602,0.057251908396946605,0.0005288153371015682,5.8,4.7,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,297,BÜNDNIS 90/DIE GRÜNEN,5,0.9364,0.9323,0.93434,2.173000000000001e-06,0.0040999999999999925,0.6466002598527508,0.07824427480916019,0.0007914020161995234,1.2,2.4,1.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,300,BÜNDNIS 90/DIE GRÜNEN,5,0.9448,0.9321,0.9389799999999999,2.9356999999999753e-05,0.012699999999999934,0.7470766565612826,0.24236641221373922,0.010691757473340627,4.2,2.4,1.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,441,DIE LINKE,5,0.9356,0.9311,0.9327,3.4099999999999314e-06,0.0044999999999999485,0.6110870506712873,0.08587786259541885,0.0012419148068294138,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,405,FDP,5,0.9268,0.9229,0.92462,2.4069999999999127e-06,0.0038999999999999035,0.4361195322650505,0.07442748091602869,0.0008766243225918916,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,73,BÜNDNIS 90/DIE GRÜNEN,5,0.9435,0.9321,0.9355399999999999,2.1702999999999917e-05,0.011399999999999966,0.6725855348635776,0.21755725190839637,0.007904186818949917,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,78,BÜNDNIS 90/DIE GRÜNEN,5,0.9356,0.9311,0.9333600000000001,3.57299999999999e-06,0.0044999999999999485,0.6253789519272446,0.08587786259541885,0.0013012790629916642,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,749,SPD,5,0.94,0.9348,0.9375199999999999,5.676999999999967e-06,0.005199999999999982,0.7154612386314423,0.09923664122137377,0.0020675514247421372,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,523,DIE LINKE,5,0.9436,0.9417,0.94256,5.529999999999836e-07,0.0019000000000000128,0.824599393676918,0.036259541984733024,0.000201401433482891,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,352,FDP,5,0.948,0.9331,0.9368000000000002,4.070499999999963e-05,0.014899999999999913,0.699870073624952,0.2843511450381663,0.014824675135481481,2.1,4.3,2.1999999999999997
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,582,DIE LINKE,5,0.9359,0.9325,0.9334199999999999,1.9869999999999337e-06,0.0033999999999999586,0.6266782156777825,0.06488549618320527,0.0007236612085542553,5.8,1.3,4.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,366,FDP,5,0.9351,0.9308,0.93254,4.703000000000085e-06,0.0043000000000000815,0.6076223473365117,0.08206106870229168,0.0017128226793310729,4.5,4.3,0.20000000000000018
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,444,DIE LINKE,5,0.9368,0.9354,0.9362200000000002,2.919999999999812e-07,0.0013999999999999568,0.6873105240363849,0.026717557251907498,0.00010634578404521161,1.2,1.3,0.10000000000000009
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,607,SPD,5,0.9485,0.9398,0.94282,1.3057000000000192e-05,0.008700000000000041,0.8302295365959315,0.1660305343511459,0.004755331857117957,1.3,2.7,1.4000000000000001
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,351,FDP,5,0.9381,0.9352,0.93658,1.6170000000000057e-06,0.0029000000000000137,0.6951061065396289,0.055343511450381966,0.0005889079890449298,3.2,4.3,1.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,156,AfD,5,0.9337,0.9254,0.92804,1.119299999999991e-05,0.008299999999999974,0.5101775660459079,0.158396946564885,0.004076466989103167,7.0,6.5,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,614,SPD,5,0.9373,0.9281,0.9309,1.3900000000000058e-05,0.009199999999999986,0.5721091381550458,0.1755725190839692,0.005062350678864889,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,317,BÜNDNIS 90/DIE GRÜNEN,5,0.9244,0.9195,0.9214600000000001,4.683000000000003e-06,0.0049000000000000155,0.36769164140320654,0.09351145038167968,0.0017055387215197256,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,622,SPD,5,0.9423,0.9278,0.9329599999999999,3.30080000000003e-05,0.014500000000000068,0.6167171935902983,0.2767175572519097,0.012021443971796627,4.2,2.7,1.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,769,SPD,5,0.9286,0.9244,0.9256,2.944999999999973e-06,0.0041999999999999815,0.4573408401905591,0.08015267175572482,0.0010725627877163234,3.2,2.7,0.5
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,55,BÜNDNIS 90/DIE GRÜNEN,5,0.9338,0.9323,0.93286,3.7299999999998334e-07,0.0014999999999999458,0.6145517540060653,0.028625954198472248,0.00013584581318104425,2.1,2.4,0.2999999999999998
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,771,SPD,5,0.9295,0.922,0.92376,1.0342999999999953e-05,0.007499999999999951,0.4174967518406249,0.1431297709923655,0.0037668987821222384,5.8,2.7,3.0999999999999996
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,502,DIE LINKE,5,0.936,0.9315,0.93276,3.363000000000096e-06,0.0045000000000000595,0.61238631442183,0.08587786259542107,0.0012247975059728818,4.5,1.3,3.2
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,266,BÜNDNIS 90/DIE GRÜNEN,5,0.9379,0.9288,0.9322000000000001,1.3955000000000045e-05,0.009099999999999997,0.6002598527501128,0.17366412213740456,0.005082381562846006,3.2,2.4,0.8000000000000003
eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,548,DIE LINKE,5,0.9412,0.9382,0.94024,1.3729999999999774e-06,0.0030000000000000027,0.7743611953226521,0.057251908396946605,0.0005000437037468594,1.1,1.3,0.19999999999999996
