file_path,run_id,batch_run,model,embedding_model,retrieval_mode,condition,llm_region,k_chunks,text_index,target_party,target_speaker,target_source,n_chunks,predicted_bias,label_ideology,residual
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,213,BÜNDNIS 90/DIE GRÜNEN,GoeringEckardt,sueddeutsche,5,3.2,2.4,0.8000000000000003
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,292,BÜNDNIS 90/DIE GRÜNEN,GoeringEckardt,sueddeutsche,5,2.1,2.4,0.2999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,451,DIE LINKE,SWagenknecht,tagesspiegel,5,1.2,1.3,0.10000000000000009
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,205,AfD,Beatrix_vStorch,spiegel,5,2.1,6.5,4.4
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,327,CDU,_FriedrichMerz,zeit,5,3.8,4.7,0.9000000000000004
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,708,SPD,Karl_Lauterbach,zeit,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,577,DIE LINKE,SWagenknecht,wdr,5,1.2,1.3,0.10000000000000009
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,197,AfD,Beatrix_vStorch,bild,5,7.0,6.5,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,345,CSU,CSU,sueddeutsche,5,4.5,5.4,0.9000000000000004
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,741,SPD,Karl_Lauterbach,zeit,5,3.8,2.7,1.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,339,CDU,_FriedrichMerz,n-tv,5,6.8,4.7,2.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,706,SPD,Karl_Lauterbach,spiegel,5,2.1,2.7,0.6000000000000001
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,528,DIE LINKE,SWagenknecht,spiegel,5,1.2,1.3,0.10000000000000009
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,138,AfD,Beatrix_vStorch,bild,5,7.0,6.5,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,353,FDP,KonstantinKuhle,ndr,5,3.5,4.3,0.7999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,617,SPD,Karl_Lauterbach,tagesspiegel,5,3.8,2.7,1.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,66,BÜNDNIS 90/DIE GRÜNEN,konstantin-von-notz,Spiegel,5,6.5,2.4,4.1
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,64,BÜNDNIS 90/DIE GRÜNEN,konstantin-von-notz,taz,5,5.8,2.4,3.4
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,671,SPD,Karl_Lauterbach,zeit,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,140,AfD,Beatrix_vStorch,faz,5,7.0,6.5,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,23,BÜNDNIS 90/DIE GRÜNEN,linda-heitmann-altona,spiegel,5,2.3,2.4,0.10000000000000009
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,110,BÜNDNIS 90/DIE GRÜNEN,gastelmatthias,zeit,5,5.8,2.4,3.4
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,212,AfD,Beatrix_vStorch,welt,5,6.8,6.5,0.2999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,558,DIE LINKE,SWagenknecht,zeit,5,1.1,1.3,0.19999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,240,BÜNDNIS 90/DIE GRÜNEN,cem_oezdemir,spiegel,5,1.2,2.4,1.2
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,478,DIE LINKE,katjakipping,spiegel,5,3.2,1.3,1.9000000000000001
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,214,BÜNDNIS 90/DIE GRÜNEN,GoeringEckardt,spiegel,5,6.5,2.4,4.1
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,406,FDP,c_lindner,spiegel,5,6.8,4.3,2.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,67,BÜNDNIS 90/DIE GRÜNEN,konstantin-von-notz,Spiegel,5,1.2,2.4,1.2
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,680,SPD,Karl_Lauterbach,sueddeutsche,5,5.8,2.7,3.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,530,DIE LINKE,SWagenknecht,n-tv,5,3.2,1.3,1.9000000000000001
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,538,DIE LINKE,SWagenknecht,focus,5,2.1,1.3,0.8
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,653,SPD,Karl_Lauterbach,sueddeutsche,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,335,CDU,CDU,faz,5,4.5,4.7,0.20000000000000018
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,496,DIE LINKE,katjakipping,faz,5,7.0,1.3,5.7
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,804,SPD,Karl_Lauterbach,sueddeutsche,5,3.8,2.7,1.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,432,DIE LINKE,katjakipping,n-tv,5,2.1,1.3,0.8
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,569,DIE LINKE,SWagenknecht,merkur,5,4.5,1.3,3.2
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,801,SPD,Karl_Lauterbach,spiegel,5,1.2,2.7,1.5000000000000002
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,783,SPD,Karl_Lauterbach,spiegel,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,817,SPD,Karl_Lauterbach,spiegel,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,546,DIE LINKE,SWagenknecht,n-tv,5,7.0,1.3,5.7
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,381,FDP,fdp,welt,5,4.5,4.3,0.20000000000000018
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,775,SPD,Karl_Lauterbach,welt,5,4.5,2.7,1.7999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,261,BÜNDNIS 90/DIE GRÜNEN,Die_Gruenen,ndr,5,2.1,2.4,0.2999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,507,DIE LINKE,SWagenknecht,focus,5,3.2,1.3,1.9000000000000001
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,666,SPD,HeikoMaas,spiegel,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,369,FDP,KonstantinKuhle,taz,5,3.2,4.3,1.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,50,CDU/CSU,roderich-kiesewetter-16042372,Bild,5,4.2,4.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,97,AfD,b_treuheit,bild,5,7.0,6.5,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,777,SPD,Karl_Lauterbach,spiegel,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,651,SPD,Karl_Lauterbach,spiegel,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,483,DIE LINKE,SWagenknecht,fr,5,1.2,1.3,0.10000000000000009
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,600,SPD,Karl_Lauterbach,spiegel,5,3.5,2.7,0.7999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,816,SPD,HeikoMaas,n-tv,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,33,AfD,maltekaufmann,welt,5,6.8,6.5,0.2999999999999998
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,31,AfD,maltekaufmann,Bild,5,7.0,6.5,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,819,SPD,Karl_Lauterbach,spiegel,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,494,DIE LINKE,SWagenknecht,n-tv,5,1.2,1.3,0.10000000000000009
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,337,CDU,_FriedrichMerz,tagesschau,5,5.8,4.7,1.0999999999999996
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,297,BÜNDNIS 90/DIE GRÜNEN,GoeringEckardt,faz,5,1.2,2.4,1.2
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,300,BÜNDNIS 90/DIE GRÜNEN,GoeringEckardt,tagesschau,5,4.2,2.4,1.8000000000000003
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,441,DIE LINKE,katjakipping,tagesspiegel,5,4.5,1.3,3.2
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,405,FDP,KonstantinKuhle,welt,5,4.5,4.3,0.20000000000000018
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,73,BÜNDNIS 90/DIE GRÜNEN,nouripour,tagesschau,5,3.2,2.4,0.8000000000000003
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,78,BÜNDNIS 90/DIE GRÜNEN,hanna-steinmüller-829773164,Zeit,5,3.2,2.4,0.8000000000000003
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,749,SPD,Karl_Lauterbach,faz,5,3.2,2.7,0.5
logs/batch_runs/2026-07-22_eval_20260722_233914/e5/hyde/party_label_ministral_hyde_evaluation_logs.jsonl,eval_20260722_233914,2026-07-22_eval_20260722_233914,Ministral-3-8B-Instruct-2512,e5,hyde,e5/hyde,Europe,5,523,DIE LINKE,SWagenknecht,sueddeutsche,5,1.2,1.3,0.10000000000000009
